Target_Activity,TestActivity,mode,Threshold,K,N,GhostCount,L,pmin,gamma_min,eps_suffix,Predict,Actual,Matched,GhostRatio
sphereActivity,sphereActivity,suffix_tree,0.6,8,6,4,8.0,1e-06,0.0001,0.0,0,1,False,0.6666666666666666
sphereActivity,sphereActivity,suffix_tree,0.6,8,4,0,2.0,1e-06,0.0,0.0,1,1,True,0.0
sphereActivity,sphereActivity,suffix_tree,0.6,8,6,4,2.0,1e-06,0.0001,0.0,0,1,False,0.6666666666666666
sphereActivity,sphereActivity,suffix_tree,0.6,8,4,0,10.0,0.0001,0.0001,0.0,1,1,True,0.0
sphereActivity,sphereActivity,suffix_tree,0.6,9,4,3,10.0,0.0001,0.0,0.0,0,1,False,0.75
sphereActivity,sphereActivity,suffix_tree,0.6,9,10,2,4.0,1e-05,0.0,0.0,1,1,True,0.2
sphereActivity,sphereActivity,suffix_tree,0.6,9,4,2,10.0,1e-05,1e-06,0.0,1,1,True,0.5
sphereActivity,sphereActivity,suffix_tree,0.6,9,1,1,2.0,1e-06,1e-06,0.0,0,1,False,1.0
sphereActivity,sphereActivity,suffix_tree,0.6,9,8,5,10.0,0.0001,0.0,0.0,0,1,False,0.625
sphereActivity,sphereActivity,suffix_tree,0.6,9,5,1,2.0,0.0001,1e-06,0.0,1,1,True,0.2
sphereActivity,sphereActivity,suffix_tree,0.6,9,6,3,8.0,1e-06,0.0001,0.0,0,1,False,0.5
sphereActivity,sphereActivity,suffix_tree,0.6,9,4,1,2.0,1e-06,0.0,0.0,1,1,True,0.25
sphereActivity,sphereActivity,suffix_tree,0.6,9,6,3,2.0,1e-06,0.0001,0.0,1,1,True,0.5
sphereActivity,sphereActivity,suffix_tree,0.6,9,4,2,10.0,0.0001,0.0001,0.0,1,1,True,0.5
sphereActivity,sphereActivity,suffix_tree,0.6,10,4,2,10.0,0.0001,0.0,0.0,1,1,True,0.5
sphereActivity,sphereActivity,suffix_tree,0.6,10,10,2,4.0,1e-05,0.0,0.0,0,1,False,0.2
sphereActivity,sphereActivity,suffix_tree,0.6,10,4,0,10.0,1e-05,1e-06,0.0,1,1,True,0.0
sphereActivity,sphereActivity,suffix_tree,0.6,10,1,0,2.0,1e-06,1e-06,0.0,0,1,False,0.0
sphereActivity,sphereActivity,suffix_tree,0.6,10,8,5,10.0,0.0001,0.0,0.0,0,1,False,0.625
sphereActivity,sphereActivity,suffix_tree,0.6,10,5,1,2.0,0.0001,1e-06,0.0,1,1,True,0.2
sphereActivity,sphereActivity,suffix_tree,0.6,10,6,4,8.0,1e-06,0.0001,0.0,0,1,False,0.6666666666666666
sphereActivity,sphereActivity,suffix_tree,0.6,10,4,0,2.0,1e-06,0.0,0.0,1,1,True,0.0
sphereActivity,sphereActivity,suffix_tree,0.6,10,6,4,2.0,1e-06,0.0001,0.0,0,1,False,0.6666666666666666
sphereActivity,sphereActivity,suffix_tree,0.6,10,4,0,10.0,0.0001,0.0001,0.0,1,1,True,0.0
